parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	comorbidity_cat
"5.imd"	"Index of Multiple Deprivation (IMD)"	2.0216742	1.3120517	1.084644	.27807934	.56661445	7.2133118	"model2"	"onscoviddeath"	"4"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0397193	.02361683	1.714788	.08638409	.9944464	1.0870533	"model2"	"onscoviddeath"	"4"	""
"hba1c_pct"	"HbA1c %"	1.3689342	.08421573	5.1046259	3.314e-07	1.2134373	1.5443574	"model2"	"onscoviddeath"	"4"	""
"bp_map"	"Mean Arterial Pressure"	.99724746	.00736151	-.37339449	.70885486	.98292304	1.0117806	"model2"	"onscoviddeath"	"4"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onscoviddeath"	"4"	""
"2.hh_total_cat"	"Number of people in household"	1.4251942	.45166318	1.1179964	.26356851	.76580262	2.6523525	"model2"	"onscoviddeath"	"4"	""
"3.hh_total_cat"	"Number of people in household"	1.3303903	.6746449	.5629475	.57347063	.49241608	3.594396	"model2"	"onscoviddeath"	"4"	""
"4.hh_total_cat"	"Number of people in household"	6.8525402	3.668735	3.5948445	.00032459	2.3995653	19.569089	"model2"	"onscoviddeath"	"4"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"onscoviddeath"	"4"	""
"1.carehome"	"Care home y/n"	3.7893972	2.2034476	2.2910739	.02195914	1.2123163	11.844707	"model2"	"onscoviddeath"	"4"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"onscoviddeath"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	13.49614	3.4831808	10.083429	6.540e-24	8.1381444	22.381737	"crude"	"onscoviddeath"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	52.686288	13.801892	15.133227	9.778e-52	31.529258	88.040289	"crude"	"onscoviddeath"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	113.17861	32.12324	16.661393	2.501e-62	64.888789	197.40541	"crude"	"onscoviddeath"	"5"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"onscoviddeath"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.1833942	.90116937	4.0904684	.00004305	1.8277993	5.5443716	"model0"	"onscoviddeath"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	5.5727671	1.6954262	5.6466099	1.636e-08	3.0697732	10.116621	"model0"	"onscoviddeath"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	8.3440075	2.7477356	6.4424596	1.176e-10	4.3759113	15.910391	"model0"	"onscoviddeath"	"5"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"onscoviddeath"	"5"	""
"1.male"	"Male"	2.0516795	.37043146	3.9803783	.00006881	1.4402065	2.9227674	"model0"	"onscoviddeath"	"5"	""
"age1"	"Age spline 1"	1.2764185	.1436414	2.1687362	.03010272	1.0237723	1.5914127	"model0"	"onscoviddeath"	"5"	""
"age2"	"Age spline 2"	.66268612	.17054622	-1.5987733	.10987099	.40017144	1.0974119	"model0"	"onscoviddeath"	"5"	""
"age3"	"Age spline 3"	2.6918798	1.5834042	1.6834655	.09228501	.84989663	8.5259979	"model0"	"onscoviddeath"	"5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"onscoviddeath"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	2.0552275	.72315628	2.0473558	.04062316	1.0312275	4.0960505	"model2"	"onscoviddeath"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	3.2165429	1.1937284	3.1480445	.00164367	1.5541399	6.6571536	"model2"	"onscoviddeath"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.7170843	1.5131563	3.2252497	.00125863	1.6737631	8.2548811	"model2"	"onscoviddeath"	"5"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"onscoviddeath"	"5"	""
"1.male"	"Male"	2.21025	.47999993	3.6520042	.0002602	1.4440625	3.3829596	"model2"	"onscoviddeath"	"5"	""
"age1"	"Age spline 1"	1.2238687	.24796589	.99708119	.3187251	.82276225	1.8205192	"model2"	"onscoviddeath"	"5"	""
"age2"	"Age spline 2"	.70787248	.30825432	-.79338317	.42755461	.30149894	1.6619742	"model2"	"onscoviddeath"	"5"	""
"age3"	"Age spline 3"	2.3304557	2.2549484	.87439441	.3819035	.3497989	15.526132	"model2"	"onscoviddeath"	"5"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onscoviddeath"	"5"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.38651912	.14588833	-2.5184674	.01178668	.18445577	.80993416	"model2"	"onscoviddeath"	"5"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.54186454	.18837222	-1.762583	.07797085	.27414574	1.0710259	"model2"	"onscoviddeath"	"5"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.66785201	.20998218	-1.2839389	.19916333	.36062046	1.2368303	"model2"	"onscoviddeath"	"5"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.67973861	.23141644	-1.1339342	.25682215	.34877961	1.3247465	"model2"	"onscoviddeath"	"5"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0324074	.01964504	1.6760968	.09371923	.99461303	1.071638	"model2"	"onscoviddeath"	"5"	""
"hba1c_pct"	"HbA1c %"	1.3113676	.07644917	4.6497973	3.323e-06	1.1697733	1.470101	"model2"	"onscoviddeath"	"5"	""
"bp_map"	"Mean Arterial Pressure"	1.0145773	.00828105	1.773093	.0762133	.99847591	1.0309384	"model2"	"onscoviddeath"	"5"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onscoviddeath"	"5"	""
"2.hh_total_cat"	"Number of people in household"	.88174484	.22810492	-.48648599	.62662264	.53105496	1.4640179	"model2"	"onscoviddeath"	"5"	""
"3.hh_total_cat"	"Number of people in household"	1.1456439	.41044653	.37951239	.70430741	.56766499	2.3121029	"model2"	"onscoviddeath"	"5"	""
"4.hh_total_cat"	"Number of people in household"	4.1630658	1.9899366	2.9838036	.00284689	1.6313259	10.623945	"model2"	"onscoviddeath"	"5"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"onscoviddeath"	"5"	""
"1.carehome"	"Care home y/n"	5.6289946	2.8664254	3.3932553	.00069067	2.0748066	15.271582	"model2"	"onscoviddeath"	"5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	10.305451	.18044716	133.22042	0	9.9577808	10.66526	"crude"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	34.435196	.58946924	206.74342	0	33.299024	35.610135	"crude"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	83.17206	1.4223646	258.51059	0	80.43048	86.007091	"crude"	"ons"	"eth5"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.3262848	.06213072	64.343626	0	3.206713	3.4503153	"model0"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	6.3277399	.11998637	97.297056	0	6.0968873	6.5673335	"model0"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	11.398291	.21918022	126.55031	0	10.9767	11.836074	"model0"	"ons"	"eth5"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"ons"	"eth5"	""
"1.male"	"Male"	1.1720371	.00995246	18.694188	5.520e-78	1.1526921	1.1917068	"model0"	"ons"	"eth5"	""
"age1"	"Age spline 1"	1.2171523	.01034372	23.123936	2.66e-118	1.1970469	1.2375954	"model0"	"ons"	"eth5"	""
"age2"	"Age spline 2"	.69291136	.013166	-19.307052	4.686e-83	.66758106	.71920278	"model0"	"ons"	"eth5"	""
"age3"	"Age spline 3"	2.532684	.10846827	21.69825	2.13e-104	2.3287682	2.7544555	"model0"	"ons"	"eth5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.1479511	.08562177	42.161223	0	2.9845302	3.3203203	"model2"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	6.3017656	.17177221	67.53408	0	5.9739334	6.6475884	"model2"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	11.026007	.30308087	87.320752	0	10.447698	11.636328	"model2"	"ons"	"eth5"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"ons"	"eth5"	""
"1.male"	"Male"	1.3101294	.01413471	25.037646	2.38e-138	1.2827168	1.3381279	"model2"	"ons"	"eth5"	""
"age1"	"Age spline 1"	1.1942912	.01935618	10.955144	6.278e-28	1.15695	1.2328376	"model2"	"ons"	"eth5"	""
"age2"	"Age spline 2"	.74926291	.02588013	-8.3572304	6.421e-17	.70021767	.80174343	"model2"	"ons"	"eth5"	""
"age3"	"Age spline 3"	1.9981667	.15239991	9.0760632	1.126e-19	1.7207219	2.320346	"model2"	"ons"	"eth5"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ons"	"eth5"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1294737	.01896847	7.2496832	4.177e-13	1.0929014	1.1672698	"model2"	"ons"	"eth5"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2197488	.02061011	11.756221	6.561e-32	1.1800154	1.2608203	"model2"	"ons"	"eth5"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3375241	.02293581	16.959467	1.638e-64	1.2933178	1.3832414	"model2"	"ons"	"eth5"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5584295	.02770468	24.957583	1.77e-137	1.5050645	1.6136868	"model2"	"ons"	"eth5"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	.95746459	.00105519	-39.441114	0	.9553987	.95953495	"model2"	"ons"	"eth5"	""
"hba1c_pct"	"HbA1c %"	1.1288908	.00507977	26.942486	6.99e-160	1.1189784	1.138891	"model2"	"ons"	"eth5"	""
"bp_map"	"Mean Arterial Pressure"	.99097558	.00029871	-30.074928	1.03e-198	.9903903	.99156121	"model2"	"ons"	"eth5"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"ons"	"eth5"	""
"2.hh_total_cat"	"Number of people in household"	1.0190047	.01775805	1.0803068	.28000558	.98478724	1.0544111	"model2"	"ons"	"eth5"	""
"3.hh_total_cat"	"Number of people in household"	1.6307609	.05616241	14.200214	9.133e-46	1.5243175	1.7446373	"model2"	"ons"	"eth5"	""
"4.hh_total_cat"	"Number of people in household"	1.9401974	.05820837	22.092063	3.77e-108	1.8294005	2.0577047	"model2"	"ons"	"eth5"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"ons"	"eth5"	""
"1.carehome"	"Care home y/n"	2.3837648	.06925326	29.90085	1.92e-196	2.251823	2.5234375	"model2"	"ons"	"eth5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	15.483774	1.5142704	28.015029	1.07e-172	12.782966	18.755212	"crude"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	62.01005	5.9697743	42.871614	0	51.347109	74.8873	"crude"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	212.21657	20.157065	56.405684	0	176.16889	255.64032	"crude"	"ons"	"eth5"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	5.3731324	.59386217	15.213032	2.898e-52	4.3266226	6.6727687	"model0"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	11.110916	1.2812202	20.88188	7.825e-97	8.8633165	13.928473	"model0"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	27.317123	3.1750667	28.456649	4.03e-178	21.752034	34.305996	"model0"	"ons"	"eth5"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"ons"	"eth5"	""
"1.male"	"Male"	1.2240288	.05885909	4.2038467	.00002624	1.1139365	1.3450016	"model0"	"ons"	"eth5"	""
"age1"	"Age spline 1"	1.0890045	.0238359	3.8955046	.00009799	1.0432749	1.1367386	"model0"	"ons"	"eth5"	""
"age2"	"Age spline 2"	.88117609	.04786737	-2.3286599	.01987709	.79217953	.98017088	"model0"	"ons"	"eth5"	""
"age3"	"Age spline 3"	1.4824704	.19064019	3.0615959	.0022016	1.1521915	1.9074246	"model0"	"ons"	"eth5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	4.0134218	.55847899	9.9864604	1.747e-23	3.0553974	5.2718362	"model2"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	8.9342053	1.2720173	15.381003	2.195e-53	6.7587312	11.809913	"model2"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	21.629943	3.1007067	21.44419	5.17e-102	16.331779	28.646875	"model2"	"ons"	"eth5"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"ons"	"eth5"	""
"1.male"	"Male"	1.2547229	.07094455	4.0132073	.0000599	1.123102	1.4017691	"model2"	"ons"	"eth5"	""
"age1"	"Age spline 1"	1.1480377	.05392846	2.9389179	.0032936	1.0470596	1.2587541	"model2"	"ons"	"eth5"	""
"age2"	"Age spline 2"	.79897919	.08382482	-2.1390707	.03242994	.65047671	.98138449	"model2"	"ons"	"eth5"	""
"age3"	"Age spline 3"	1.7961708	.42582181	2.4703765	.01349709	1.12863	2.8585362	"model2"	"ons"	"eth5"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ons"	"eth5"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.95170904	.12457716	-.37812484	.70533785	.73634832	1.2300566	"model2"	"ons"	"eth5"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.97966298	.11851029	-.16984858	.86512922	.77287	1.2417865	"model2"	"ons"	"eth5"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1594737	.13234715	1.2963101	.19486869	.92704588	1.4501756	"model2"	"ons"	"eth5"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3719893	.15988664	2.7138456	.00665072	1.0918294	1.7240373	"model2"	"ons"	"eth5"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	.9600388	.00592189	-6.6113822	3.807e-11	.94850198	.97171594	"model2"	"ons"	"eth5"	""
"hba1c_pct"	"HbA1c %"	1.0637149	.02097295	3.1327477	.00173178	1.0233928	1.1056257	"model2"	"ons"	"eth5"	""
"bp_map"	"Mean Arterial Pressure"	.9946196	.00175772	-3.0527586	.00226748	.99118049	.99807064	"model2"	"ons"	"eth5"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"ons"	"eth5"	""
"2.hh_total_cat"	"Number of people in household"	1.1242752	.07201362	1.8287644	.06743491	.99163144	1.2746617	"model2"	"ons"	"eth5"	""
"3.hh_total_cat"	"Number of people in household"	1.0021464	.07865092	.02731925	.9782051	.8592643	1.1687875	"model2"	"ons"	"eth5"	""
"4.hh_total_cat"	"Number of people in household"	1.2532678	.20123104	1.4059991	.15972438	.91489369	1.7167898	"model2"	"ons"	"eth5"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"ons"	"eth5"	""
"1.carehome"	"Care home y/n"	3.5936404	.71133545	6.462298	1.031e-10	2.4380654	5.2969257	"model2"	"ons"	"eth5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	10.342486	1.5866261	15.229007	2.270e-52	7.6567301	13.970327	"crude"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	61.428474	9.0296088	28.013914	1.10e-172	46.051981	81.939089	"crude"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	149.81809	22.63611	33.155079	4.78e-241	111.41808	201.45258	"crude"	"ons"	"eth5"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	4.3987689	.73601317	8.8531093	8.511e-19	3.1688811	6.1059937	"model0"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	15.270215	2.6120813	15.935623	3.586e-57	10.92046	21.352531	"model0"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	25.928242	4.644727	18.172232	8.564e-74	18.251171	36.834553	"model0"	"ons"	"eth5"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"ons"	"eth5"	""
"1.male"	"Male"	1.2157249	.09445215	2.5142931	.01192713	1.0440078	1.4156859	"model0"	"ons"	"eth5"	""
"age1"	"Age spline 1"	1.1383215	.04226514	3.489283	.00048432	1.0584257	1.2242483	"model0"	"ons"	"eth5"	""
"age2"	"Age spline 2"	.78797542	.07055143	-2.6613973	.00778171	.66115043	.93912858	"model0"	"ons"	"eth5"	""
"age3"	"Age spline 3"	1.8716692	.39443774	2.9744103	.00293552	1.2383571	2.8288655	"model0"	"ons"	"eth5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.5348694	.79784423	5.5943201	2.215e-08	2.271179	5.5016808	"model2"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	12.139472	2.7668681	10.953083	6.422e-28	7.765889	18.976165	"model2"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	18.541185	4.3865429	12.342329	5.358e-35	11.66157	29.479352	"model2"	"ons"	"eth5"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"ons"	"eth5"	""
"1.male"	"Male"	1.0732192	.10272491	.7382497	.46036272	.88964004	1.2946804	"model2"	"ons"	"eth5"	""
"age1"	"Age spline 1"	1.2966806	.12837658	2.6242127	.00868495	1.0679739	1.5743648	"model2"	"ons"	"eth5"	""
"age2"	"Age spline 2"	.59003594	.12548594	-2.4806472	.01311441	.38891	.89517474	"model2"	"ons"	"eth5"	""
"age3"	"Age spline 3"	3.5051196	1.6584364	2.6508146	.00802979	1.3866265	8.8602544	"model2"	"ons"	"eth5"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ons"	"eth5"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0875724	.30520028	.29914637	.76482836	.62746501	1.8850671	"model2"	"ons"	"eth5"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.3237542	.34369022	1.0802628	.28002517	.79580634	2.2019494	"model2"	"ons"	"eth5"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4544353	.36543169	1.490996	.13596254	.88884736	2.3799159	"model2"	"ons"	"eth5"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3348342	.33322097	1.1569187	.2473056	.81834767	2.1772925	"model2"	"ons"	"eth5"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	.94000747	.0091508	-6.3552763	2.081e-10	.92224224	.9581149	"model2"	"ons"	"eth5"	""
"hba1c_pct"	"HbA1c %"	1.1883066	.03248875	6.3104201	2.783e-10	1.1263059	1.2537204	"model2"	"ons"	"eth5"	""
"bp_map"	"Mean Arterial Pressure"	.990958	.00278383	-3.2333186	.00122361	.98551679	.99642925	"model2"	"ons"	"eth5"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"ons"	"eth5"	""
"2.hh_total_cat"	"Number of people in household"	.82772527	.09666842	-1.6189497	.10545808	.65837912	1.0406301	"model2"	"ons"	"eth5"	""
"3.hh_total_cat"	"Number of people in household"	.83904279	.16812074	-.87583852	.38111783	.56653546	1.242628	"model2"	"ons"	"eth5"	""
"4.hh_total_cat"	"Number of people in household"	1.0687982	.32471172	.21900132	.82664902	.58923976	1.9386498	"model2"	"ons"	"eth5"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"ons"	"eth5"	""
"1.carehome"	"Care home y/n"	5.1963262	1.4892622	5.7500252	8.923e-09	2.9630763	9.1127609	"model2"	"ons"	"eth5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	16.145907	4.0880894	10.986191	4.453e-28	9.8297186	26.520629	"crude"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	63.648552	16.301726	16.216468	3.858e-59	38.528137	105.14752	"crude"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	214.18025	55.207017	20.82102	2.792e-96	129.23318	354.9644	"crude"	"ons"	"eth5"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	4.9998899	1.4130435	5.6947307	1.236e-08	2.8734139	8.7000691	"model0"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	9.304481	2.8199471	7.3595738	1.845e-13	5.1370645	16.852692	"model0"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	21.489666	6.6958556	9.8450601	7.200e-23	11.668314	39.57776	"model0"	"ons"	"eth5"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"ons"	"eth5"	""
"1.male"	"Male"	1.7165524	.2546692	3.6419165	.00027062	1.2834297	2.2958424	"model0"	"ons"	"eth5"	""
"age1"	"Age spline 1"	1.0823139	.05804583	1.4749097	.14023683	.97432139	1.2022761	"model0"	"ons"	"eth5"	""
"age2"	"Age spline 2"	.9617312	.13436854	-.27928434	.78002662	.73135434	1.2646768	"model0"	"ons"	"eth5"	""
"age3"	"Age spline 3"	1.1289941	.38165253	.35890632	.71966517	.58203075	2.1899661	"model0"	"ons"	"eth5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	9.2516042	4.7839285	4.3025185	.00001689	3.3578998	25.489796	"model2"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	20.677668	11.039589	5.6735605	1.399e-08	7.2619626	58.877465	"model2"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	45.245435	24.528222	7.0319082	2.037e-12	15.636004	130.92535	"model2"	"ons"	"eth5"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"ons"	"eth5"	""
"1.male"	"Male"	1.7946859	.33792167	3.1060042	.00189634	1.2408394	2.5957407	"model2"	"ons"	"eth5"	""
"age1"	"Age spline 1"	1.0255857	.09149988	.28317253	.77704458	.8610535	1.2215571	"model2"	"ons"	"eth5"	""
"age2"	"Age spline 2"	.99977554	.2201352	-.00101955	.99918652	.64935324	1.5393026	"model2"	"ons"	"eth5"	""
"age3"	"Age spline 3"	1.0966778	.57104737	.17723105	.8593269	.39523259	3.0430236	"model2"	"ons"	"eth5"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ons"	"eth5"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.62669022	.21799484	-1.3433996	.17914263	.31692871	1.2392081	"model2"	"ons"	"eth5"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.79919906	.25112109	-.71334769	.47563063	.43171175	1.4795037	"model2"	"ons"	"eth5"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.99020058	.29347093	-.03322731	.97349332	.55392137	1.7701018	"model2"	"ons"	"eth5"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.83379634	.25531113	-.59361264	.55277123	.45752974	1.5194998	"model2"	"ons"	"eth5"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	.96694815	.01771531	-1.8345447	.06657318	.93284278	1.0023004	"model2"	"ons"	"eth5"	""
"hba1c_pct"	"HbA1c %"	1.0029346	.07636138	.03848611	.96930011	.86390075	1.1643441	"model2"	"ons"	"eth5"	""
"bp_map"	"Mean Arterial Pressure"	.99240205	.00522089	-1.4497553	.14712676	.98222187	1.0026877	"model2"	"ons"	"eth5"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"ons"	"eth5"	""
"2.hh_total_cat"	"Number of people in household"	.70095174	.16217615	-1.5357347	.12460347	.44539909	1.1031305	"model2"	"ons"	"eth5"	""
"3.hh_total_cat"	"Number of people in household"	.66084779	.28725626	-.95296141	.34060962	.28190483	1.5491746	"model2"	"ons"	"eth5"	""
"4.hh_total_cat"	"Number of people in household"	.44793112	.32922131	-1.0927013	.27452496	.10607021	1.8915989	"model2"	"ons"	"eth5"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"ons"	"eth5"	""
"1.carehome"	"Care home y/n"	3.1745489	1.9727597	1.8588829	.06304373	.93911739	10.731098	"model2"	"ons"	"eth5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	25.20696	5.4140467	15.02497	5.038e-51	16.54612	38.401198	"crude"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	115.30769	24.534391	22.312976	2.76e-110	75.988064	174.97306	"crude"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	325.74892	70.240572	26.833844	1.30e-158	213.47161	497.07947	"crude"	"ons"	"eth5"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"ons"	"eth5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	7.9277044	1.8507167	8.8685803	7.408e-19	5.0168957	12.527367	"model0"	"ons"	"eth5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	18.611241	4.583936	11.870783	1.679e-32	11.484841	30.159608	"model0"	"ons"	"eth5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	38.344035	9.7111662	14.398406	5.295e-47	23.340978	62.99072	"model0"	"ons"	"eth5"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"ons"	"eth5"	""
"1.male"	"Male"	1.1436584	.12596711	1.2186982	.22295877	.92159817	1.4192244	"model0"	"ons"	"eth5"	""
"age1"	"Age spline 1"	1.4532908	.1381194	3.9334401	.00008374	1.2062994	1.7508539	"model0"	"ons"	"eth5"	""
