idstr	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	idstr5	hh_total_cat
"model2_ons_noncoviddeath_eth5_4"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.1900909	.32441138	.63842124	.52319951	.69750587	2.0305439	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.8009531	.37595351	2.8182461	.00482868	1.1962224	2.7113955	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.dm_type"	"Diabetes Type"	1.9559542	1.5624936	.83981585	.40101165	.40868169	9.361214	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"2.dm_type"	"Diabetes Type"	1.6465081	.42222127	1.9445783	.05182575	.99606236	2.721706	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"3.dm_type"	"Diabetes Type"	1.6535302	.53115611	1.5656056	.11744098	.88101732	3.1034146	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.cancer"	"Cancer"	4.2463234	.83631332	7.3422374	2.101e-13	2.8864826	6.2467942	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.chronic_liver_disease"	"Chronic liver disease"	5.8742328	2.2702987	4.5812352	4.622e-06	2.7540709	12.529311	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.stroke"	"Stroke"	1.6578081	.43019617	1.9479854	.05141671	.99689641	2.7568839	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.dementia"	"Dementia"	2.525704	1.0992259	2.1288754	.03326457	1.0762824	5.9270511	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.other_neuro"	"Neurological disease"	1.3527181	.71926869	.56818517	.56990924	.47709575	3.835386	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.egfr60"	"CKD defined by egfr<60"	1.1540546	.25998109	.63602576	.52475963	.74211443	1.7946586	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.esrf"	"end stage renal failure"	9.3622647	4.4021511	4.7568693	1.966e-06	3.7251576	23.529743	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.784569	.89859976	1.1502132	.25005609	.66515116	4.7879142	"model2"	"ons"	"noncoviddeath"	"4"	""
"crude_ons_noncoviddeath_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"crude"	"ons"	"noncoviddeath"	"5"	"1"
"crude_ons_noncoviddeath_eth5_5"	"2.hh_total_cat"	"Number of people in household"	.32433822	.04769121	-7.6574828	1.896e-14	.24312863	.43267336	"crude"	"ons"	"noncoviddeath"	"5"	"2"
"crude_ons_noncoviddeath_eth5_5"	"3.hh_total_cat"	"Number of people in household"	.35768834	.08070525	-4.5565432	5.200e-06	.2298519	.5566234	"crude"	"ons"	"noncoviddeath"	"5"	"3"
"crude_ons_noncoviddeath_eth5_5"	"4.hh_total_cat"	"Number of people in household"	1.8309318	.35777698	3.0952056	.00196677	1.2483644	2.6853627	"crude"	"ons"	"noncoviddeath"	"5"	"4"
"model0_ons_noncoviddeath_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model0"	"ons"	"noncoviddeath"	"5"	"1"
"model0_ons_noncoviddeath_eth5_5"	"2.hh_total_cat"	"Number of people in household"	.61376301	.0926144	-3.2349852	.00121649	.456623	.82498041	"model0"	"ons"	"noncoviddeath"	"5"	"2"
"model0_ons_noncoviddeath_eth5_5"	"3.hh_total_cat"	"Number of people in household"	.74820474	.1712855	-1.2671137	.20511464	.47770088	1.1718847	"model0"	"ons"	"noncoviddeath"	"5"	"3"
"model0_ons_noncoviddeath_eth5_5"	"4.hh_total_cat"	"Number of people in household"	3.253378	.62952105	6.0966826	1.083e-09	2.2265324	4.7537905	"model0"	"ons"	"noncoviddeath"	"5"	"4"
"model0_ons_noncoviddeath_eth5_5"	"0b.male"	"Male"	1	0			1	1	"model0"	"ons"	"noncoviddeath"	"5"	""
"model0_ons_noncoviddeath_eth5_5"	"1.male"	"Male"	1.3752463	.15895303	2.7567805	.00583735	1.0964714	1.7248989	"model0"	"ons"	"noncoviddeath"	"5"	""
"model0_ons_noncoviddeath_eth5_5"	"age1"	"Age spline 1"	1.3751854	.11787164	3.7169106	.00020167	1.1625242	1.6267489	"model0"	"ons"	"noncoviddeath"	"5"	""
"model0_ons_noncoviddeath_eth5_5"	"age2"	"Age spline 2"	.59907963	.1150696	-2.6674715	.00764244	.41113841	.87293329	"model0"	"ons"	"noncoviddeath"	"5"	""
"model0_ons_noncoviddeath_eth5_5"	"age3"	"Age spline 3"	3.3179025	1.4417767	2.7599762	.00578056	1.4157239	7.7758642	"model0"	"ons"	"noncoviddeath"	"5"	""
"model1_ons_noncoviddeath_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model1"	"ons"	"noncoviddeath"	"5"	"1"
"model1_ons_noncoviddeath_eth5_5"	"2.hh_total_cat"	"Number of people in household"	.61618296	.09300776	-3.2079343	.00133692	.45838226	.82830746	"model1"	"ons"	"noncoviddeath"	"5"	"2"
"model1_ons_noncoviddeath_eth5_5"	"3.hh_total_cat"	"Number of people in household"	.74011082	.16954927	-1.3137203	.18894036	.47238719	1.1595658	"model1"	"ons"	"noncoviddeath"	"5"	"3"
"model1_ons_noncoviddeath_eth5_5"	"4.hh_total_cat"	"Number of people in household"	3.224997	.62456729	6.0461894	1.483e-09	2.2063877	4.7138613	"model1"	"ons"	"noncoviddeath"	"5"	"4"
"model1_ons_noncoviddeath_eth5_5"	"0b.male"	"Male"	1	0			1	1	"model1"	"ons"	"noncoviddeath"	"5"	""
"model1_ons_noncoviddeath_eth5_5"	"1.male"	"Male"	1.367682	.15817758	2.7073682	.0067819	1.0902861	1.7156544	"model1"	"ons"	"noncoviddeath"	"5"	""
"model1_ons_noncoviddeath_eth5_5"	"age1"	"Age spline 1"	1.369879	.1170076	3.6846469	.00022902	1.1587166	1.6195233	"model1"	"ons"	"noncoviddeath"	"5"	""
"model1_ons_noncoviddeath_eth5_5"	"age2"	"Age spline 2"	.60561606	.11601413	-2.6179736	.00884536	.41604275	.88157002	"model1"	"ons"	"noncoviddeath"	"5"	""
"model1_ons_noncoviddeath_eth5_5"	"age3"	"Age spline 3"	3.2327447	1.4015723	2.7063045	.00680366	1.3820661	7.5616053	"model1"	"ons"	"noncoviddeath"	"5"	""
"model1_ons_noncoviddeath_eth5_5"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"ons"	"noncoviddeath"	"5"	""
"model1_ons_noncoviddeath_eth5_5"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.087864	.22774665	.40227018	.6874852	.7217283	1.6397418	"model1"	"ons"	"noncoviddeath"	"5"	""
"model1_ons_noncoviddeath_eth5_5"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1204107	.23285108	.54706842	.58433173	.74554694	1.6837574	"model1"	"ons"	"noncoviddeath"	"5"	""
"model1_ons_noncoviddeath_eth5_5"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3660688	.26552196	1.6048674	.10852299	.9333081	1.9994939	"model1"	"ons"	"noncoviddeath"	"5"	""
"model1_ons_noncoviddeath_eth5_5"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3935335	.27977364	1.6528856	.09835415	.94021116	2.0654251	"model1"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	"1"
"model2_ons_noncoviddeath_eth5_5"	"2.hh_total_cat"	"Number of people in household"	.71208241	.12389683	-1.9515904	.05098685	.50632314	1.001458	"model2"	"ons"	"noncoviddeath"	"5"	"2"
"model2_ons_noncoviddeath_eth5_5"	"3.hh_total_cat"	"Number of people in household"	.92841031	.26716438	-.25813212	.79630494	.52819415	1.6318729	"model2"	"ons"	"noncoviddeath"	"5"	"3"
"model2_ons_noncoviddeath_eth5_5"	"4.hh_total_cat"	"Number of people in household"	3.3237702	.82360372	4.8472093	1.252e-06	2.0450788	5.4019671	"model2"	"ons"	"noncoviddeath"	"5"	"4"
"model2_ons_noncoviddeath_eth5_5"	"0b.male"	"Male"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.male"	"Male"	1.003195	.14060545	.02275916	.98184238	.76222456	1.320346	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"age1"	"Age spline 1"	1.1818404	.11707032	1.6866227	.09167592	.97328674	1.4350824	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"age2"	"Age spline 2"	.75367415	.16981371	-1.2551131	.20943772	.48461357	1.1721189	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"age3"	"Age spline 3"	2.0442358	1.0485952	1.393939	.16333603	.7480064	5.5867168	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1846703	.2962702	.6776234	.49801051	.72564365	1.9340675	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1136665	.27308417	.43903971	.66063276	.68870064	1.8008595	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3397372	.30554201	1.2824343	.19969035	.85682789	2.0948147	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3072286	.30988144	1.1301702	.25840451	.82143337	2.080323	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"bmi"	"Body Mass Index (BMI, kg/m2)"	.94317944	.01385968	-3.980959	.00006864	.91640243	.97073887	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"hba1c_pct"	"HbA1c %"	1.1647477	.06946697	2.5570326	.01055693	1.0362515	1.3091776	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0115157	.00433538	2.6714571	.00755227	1.0030541	1.0200487	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.4656025	.23603513	2.37359	.0176161	1.0688833	2.0095653	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	2.1732963	.48953707	3.4461345	.00056867	1.3976068	3.3795035	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.hypertension"	"Diagnosed hypertension"	1.1796076	.19801159	.98403209	.32509973	.848893	1.6391631	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"bp_map"	"Mean Arterial Pressure"	.9960723	.00395186	-.99193062	.32123137	.98835683	1.003848	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.7444736	.2954166	3.2859269	.00101647	1.2517521	2.431143	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.8278703	.26923141	4.0949262	.00004223	1.3695247	2.4396128	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.dm_type"	"Diabetes Type"	1.7965601	1.0566608	.99611677	.31919341	.56728457	5.6896106	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"2.dm_type"	"Diabetes Type"	.96108042	.17808565	-.21423509	.83036374	.66839677	1.381927	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"3.dm_type"	"Diabetes Type"	.9460412	.21450406	-.24463926	.80673576	.60661033	1.4754018	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.cancer"	"Cancer"	3.7918724	.5443185	9.2850688	1.616e-20	2.8619682	5.0239189	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.chronic_liver_disease"	"Chronic liver disease"	2.9280814	1.0464457	3.0061538	.00264575	1.4533775	5.8991287	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.stroke"	"Stroke"	1.4721345	.28305073	2.0112795	.04429594	1.0099154	2.1459025	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.dementia"	"Dementia"	1.9277281	.55475328	2.2807422	.02256371	1.0967071	3.3884485	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.other_neuro"	"Neurological disease"	2.1385985	.67264867	2.4167997	.01565763	1.1545233	3.9614648	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.egfr60"	"CKD defined by egfr<60"	1.7482034	.28586915	3.4159913	.0006355	1.268826	2.4086953	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.esrf"	"end stage renal failure"	8.5780638	3.6169068	5.0971856	3.447e-07	3.7539069	19.601759	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"5"	""
"model2_ons_noncoviddeath_eth5_5"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	2.455e-18	5.741e-10	-1.734e-07	.99999986	0		"model2"	"ons"	"noncoviddeath"	"5"	""
"crude_onsdeath_eth5_1"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"crude"	"onsdeath"	"eth5"	""	"1"
"crude_onsdeath_eth5_1"	"2.hh_total_cat"	"Number of people in household"	.23863392	.00304141	-112.42189	0	.23274671	.24467004	"crude"	"onsdeath"	"eth5"	""	"2"
"crude_onsdeath_eth5_1"	"3.hh_total_cat"	"Number of people in household"	.60261816	.01365502	-22.351405	1.17e-110	.57644041	.62998471	"crude"	"onsdeath"	"eth5"	""	"3"
"crude_onsdeath_eth5_1"	"4.hh_total_cat"	"Number of people in household"	13.992534	.15800381	233.66295	0	13.686254	14.305668	"crude"	"onsdeath"	"eth5"	""	"4"
"model0_onsdeath_eth5_1"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model0"	"onsdeath"	"eth5"	""	"1"
"model0_onsdeath_eth5_1"	"2.hh_total_cat"	"Number of people in household"	1.0451301	.01399051	3.2974824	.00097556	1.0180658	1.0729139	"model0"	"onsdeath"	"eth5"	""	"2"
"model0_onsdeath_eth5_1"	"3.hh_total_cat"	"Number of people in household"	2.571769	.05890331	41.241782	0	2.4588736	2.6898479	"model0"	"onsdeath"	"eth5"	""	"3"
"model0_onsdeath_eth5_1"	"4.hh_total_cat"	"Number of people in household"	5.4492551	.06628278	139.3891	0	5.3208796	5.5807279	"model0"	"onsdeath"	"eth5"	""	"4"
"model0_onsdeath_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_1"	"1.male"	"Male"	1.5002508	.01243976	48.91977	0	1.4760664	1.5248315	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_1"	"age1"	"Age spline 1"	1.1373364	.00844918	17.322713	3.171e-67	1.1208963	1.1540177	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_1"	"age2"	"Age spline 2"	.95130453	.01622339	-2.9272629	.0034196	.92003281	.98363916	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_1"	"age3"	"Age spline 3"	1.1158981	.04337784	2.8209995	.00478743	1.0340371	1.2042397	"model0"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_1"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model1"	"onsdeath"	"eth5"	""	"1"
"model1_onsdeath_eth5_1"	"2.hh_total_cat"	"Number of people in household"	1.0456493	.01399592	3.334954	.00085314	1.0185745	1.0734438	"model1"	"onsdeath"	"eth5"	""	"2"
"model1_onsdeath_eth5_1"	"3.hh_total_cat"	"Number of people in household"	2.4794208	.05688042	39.580861	0	2.3704064	2.5934487	"model1"	"onsdeath"	"eth5"	""	"3"
"model1_onsdeath_eth5_1"	"4.hh_total_cat"	"Number of people in household"	5.3002759	.06452906	136.98606	0	5.1752983	5.4282715	"model1"	"onsdeath"	"eth5"	""	"4"
"model1_onsdeath_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_1"	"1.male"	"Male"	1.5073058	.01253312	49.347925	0	1.4829404	1.5320715	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_1"	"age1"	"Age spline 1"	1.1373908	.00848596	17.254875	1.028e-66	1.1208796	1.1541451	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_1"	"age2"	"Age spline 2"	.9553387	.0163629	-2.6675459	.00764075	.92380033	.98795378	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_1"	"age3"	"Age spline 3"	1.1026783	.04305078	2.5035089	.01229686	1.0214479	1.1903686	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_1"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_1"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1622801	.01505791	11.607717	3.765e-31	1.1331387	1.192171	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_1"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2793458	.01672034	18.849227	2.982e-79	1.2469908	1.3125404	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_1"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4771396	.01952775	29.508943	2.21e-191	1.4393575	1.5159135	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_1"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.8339341	.02517345	44.182026	0	1.7852528	1.8839428	"model1"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	"1"
"model2_onsdeath_eth5_1"	"2.hh_total_cat"	"Number of people in household"	1.1090474	.01764854	6.5041107	7.815e-11	1.0749908	1.144183	"model2"	"onsdeath"	"eth5"	""	"2"
"model2_onsdeath_eth5_1"	"3.hh_total_cat"	"Number of people in household"	2.6170083	.07304654	34.466318	2.56e-260	2.4776854	2.7641654	"model2"	"onsdeath"	"eth5"	""	"3"
"model2_onsdeath_eth5_1"	"4.hh_total_cat"	"Number of people in household"	4.8282782	.07390434	102.86372	0	4.6855796	4.9753227	"model2"	"onsdeath"	"eth5"	""	"4"
"model2_onsdeath_eth5_1"	"0b.male"	"Male"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.male"	"Male"	1.2877688	.01297102	25.109125	3.95e-139	1.2625954	1.3134442	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"age1"	"Age spline 1"	1.1991072	.01853328	11.748086	7.224e-32	1.1633273	1.2359876	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"age2"	"Age spline 2"	.79338219	.02609583	-7.0366977	1.968e-12	.74384908	.84621373	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"age3"	"Age spline 3"	1.6982127	.12321754	7.2987436	2.905e-13	1.4730968	1.9577303	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1317051	.01750541	7.9987143	1.257e-15	1.09791	1.1665405	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2033204	.01879617	11.849021	2.177e-32	1.1670388	1.2407299	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.329094	.02103366	17.977083	2.946e-72	1.2885015	1.3709652	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.517724	.02501095	25.317403	2.05e-141	1.4694866	1.5675448	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"bmi"	"Body Mass Index (BMI, kg/m2)"	.96984003	.00098553	-30.136629	1.61e-199	.96791036	.97177356	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"hba1c_pct"	"HbA1c %"	1.0413554	.005701	7.4020321	1.341e-13	1.0302414	1.0525893	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0114589	.00020913	55.106109	0	1.0110491	1.0118689	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.164164	.01326153	13.343614	1.290e-40	1.1384599	1.1904484	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.7095378	.03061084	29.94669	4.86e-197	1.6505822	1.7705991	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.hypertension"	"Diagnosed hypertension"	1.0896417	.01244633	7.5158362	5.655e-14	1.0655184	1.1143112	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"bp_map"	"Mean Arterial Pressure"	.99395881	.00028029	-21.488431	2.00e-102	.99340961	.99450831	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
